song_id,track_id,title,artist_name,artist_terms,location,lat,lon,tempo,year
SOVXKMW12A8C1414C1,TRBBUCK128F42AFAD6,Death Blow,Kool Moe Dee,"['80s', 'american', 'ballad', 'blues', 'blues-rock', 'breakbeat', 'classic rock', 'delta blues', 'disco', 'downtempo', 'east coast rap', 'electro', 'electronic', 'folk rock', 'freestyle', 'funk', 'gangsta', 'germany', 'heavy metal', 'hip hop', 'hip house', 'house', 'italian disco', 'jazz', 'jive', 'nederland', 'new wave', 'new york', 'old school', 'old school hip hop', 'parody', 'piano blues', 'pop', 'pop rap', 'pop rock', 'punk', 'r&b', 'rap', 'reggae', 'rock', 'ska', 'soul', 'soundtrack', 'synthpop', 'united states', 'vocal']","Harlem, New York, NY",40.8079,-73.9454,107,1991
SODKOLK12A6D4FB6B1,TRBBDXO128F14A4737,Gettin' Together,Tommy James And The Shondells,"['60s', '70s', 'american', 'ballad', 'blues', 'blues-rock', 'brill building pop', 'british invasion', 'bubblegum', 'chanson', 'classic rock', 'close harmony', 'country', 'country rock', 'disco', 'doo-wop', 'easy listening', 'electronic', 'europop', 'folk', 'folk rock', 'funk', 'garage rock', 'german pop', 'germany', 'hard rock', 'hip hop', 'instrumental', 'jazz', 'new wave', 'oldies', 'piano blues', 'pop', 'pop rap', 'pop rock', 'power pop', 'psychedelic', 'psychedelic rock', 'psychobilly', 'reggae', 'rock', ""rock 'n roll"", 'rockabilly', 'soft rock', 'soul', 'soundtrack', 'united states', 'vocal', 'world']","Dayton, OH",39.75911,-84.19444,143,1989
SOCUSAL12AB0182310,TRBBDLG128F9308703,Sugar Bush,Bert Kaempfert,"['60s', '70s', 'ambient', 'ballad', 'big band', 'blues', 'chanson', 'chill-out', 'classic rock', 'country rock', 'disco', 'doo-wop', 'downtempo', 'easy listening', 'electronic', 'europop', 'experimental', 'funk', 'german', 'german pop', 'germany', 'instrumental', 'jazz', 'jazz funk', 'latin', 'latin jazz', 'lounge', 'male', 'mellow', 'oi', 'oldies', 'orchestra', 'orchestral pop', 'pop', 'pop rock', 'punk', 'reggae', 'rock', 'roots reggae', 'samba', 'ska', 'soft rock', 'soul', 'soul jazz', 'soundtrack', 'space age pop', 'swing', 'vocal']","Hamburg, Germany",53.55334,9.99245,162,1997
SOWGFDH12AB017B2F5,TRBBNRP128F92EDD9D,Caroline (LP Version),Billy Pilgrim,"['acoustic', 'alternative', 'american', 'angry', 'ballad', 'california', 'contemporary folk', 'cover', 'duo', 'emotional', 'energetic', 'energy', 'folk', 'folk rock', 'folk-pop', 'georgia', 'group', 'guitar', 'harmonies', 'harmony', 'improvisational', 'indie', 'indie rock', 'intense', 'introspective', 'louisiana', 'lyrical', 'lyrics', 'male', 'mellow', 'melodic', 'old', 'pop', 'progressive', 'radio', 'rock', 'rockabilly', 'singer-songwriter', 'smooth', 'solo', 'songs', 'southern', 'vocal', 'world']",Georgia,32.67828,-83.22295,137,1995
SOKDPUY12AB0184594,TRBBNML12903CBD2B3,God Gave Me You (Single/LP Version),Bryan White,"['christmas music', 'contemporary country', 'country', 'country pop', 'holiday', 'honky tonk', 'male', 'male country', 'male vocalist', 'modern country', 'new traditionalist country', 'pop country', 'tennessee']","Lawton, OK",34.60515,-98.38983,152,1999
SOTEDAD12A8AE4735F,TRBBNHZ128F423E599,Forever,Orbital,"['80s', 'alternative', 'ambient', 'beats', 'classic', 'club', 'eclectic', 'electro', 'electronic', 'electronic music', 'electronica', 'england', 'epic', 'experimental', 'intelligent dance music', 'party music', 'punk', 'rave', 'soundtrack', 'techno']","Sevenoaks, United Kingdom",51.27562,0.17898,88,1994
SOGMTCP12A58A81E46,TRBBWCP128F935F6DB,Go And Wash (Those Dirty Feet),Johnny Horton,"['50s', 'acoustic', 'american', 'americana', 'ballad', 'blues', 'blues-rock', 'california', 'canada', 'chanson', 'classic country', 'classic rock', 'cool jazz', 'country', 'country music', 'country rock', 'disco', 'easy listening', 'electronic', 'folk', 'folk rock', 'funk', 'gospel', 'honky tonk', 'jazz', 'jazz rock', 'los angeles', 'male', 'male vocalist', 'nashville sound', 'nederland', 'oldies', 'party music', 'pop', 'pop rock', 'progressive rock', 'psychedelic rock', 'rock', 'rockabilly', 'soft rock', 'soul', 'soundtrack', 'traditional country', 'united states', 'vocal', 'world']","Los Angeles, CA",34.05349,-118.24532,104,2005
SOGVDLQ12A58A7E3C5,TRBBWNS128F426F760,Comin' Home,ZO2,"['70s', 'alternative rock', 'beautiful', 'black', 'brooklyn', 'california', 'classic', 'classic rock', 'deep', 'fresh', 'funk', 'funny', 'glam metal', 'groove', 'group', 'guitar', 'hard rock', 'heavy', 'heavy metal', 'london', 'lyrics', 'metal', 'modern', 'modern rock', 'new york', 'orchestra', 'passionate', 'rock', ""rock 'n roll"", 'singer', 'vocal', 'vocalist', 'world']",NY - New York City,40.71455,-74.00712,88,2007
SOFGAJF12A8C141DA3,TRBBQJZ128F92C5AF2,Fools Like You,Blue Rodeo,"['80s', '90s', 'acoustic', 'alternative', 'alternative country', 'alternative rock', 'americana', 'ballad', 'blues', 'blues-rock', 'canada', 'canadian', 'chanson', 'classic rock', 'country', 'country rock', 'disco', 'easy listening', 'electronic', 'electronica', 'folk', 'folk rock', 'funk', 'hard rock', 'heartland rock', 'hip hop', 'indie', 'indie rock', 'industrial', 'jazz', 'lounge', 'male vocalist', 'metal', 'neo soul', 'new wave', 'pop', 'pop rock', 'progressive', 'progressive rock', 'psychedelic rock', 'punk', 'rock', 'singer-songwriter', 'soft rock', 'soul', 'soundtrack', 'southern rock', 'world']","Toronto, Ontario, Canada",43.64856,-79.38533,126,1992
SOSAEZB12AB018DADE,TRBBQHG12903CB5AD2,My Last Date (With You),Skeeter Davis,"['60s', 'all-female', 'alternative country', 'ambient', 'american', 'art rock', 'ballad', 'blues', 'british blues', 'chanson', 'classic country', 'classic rock', 'close harmony', 'country', 'country rock', 'countrypolitan', 'disco', 'downtempo', 'electronic', 'experimental', 'female', 'female vocalist', 'folk', 'folk rock', 'glitch', 'jazz', 'nashville sound', 'new wave', 'oldies', 'pop', 'pop rock', 'psychedelic', 'psychedelic rock', 'rock', 'rockabilly', 'soft rock', 'soul', 'soundtrack', 'synthpop', 'techno', 'united states', 'vocal', 'world']","Dry Ridge, KY",38.68193,-84.59431,102,1988
SOEYALK12A8C143123,TRBBCOM128F92F1208,Foolish Little Girl,The Shirelles,"['60s', 'all-female', 'american', 'ballad', 'blues', 'blues-rock', 'brill building pop', 'chanson', 'classic rock', 'country', 'country rock', 'disco', 'doo-wop', 'easy listening', 'electronic', 'electronica', 'female', 'female vocalist', 'folk', 'funk', 'funk soul', 'german pop', 'hip hop', 'jazz', 'lounge', 'mellow', 'motown', 'oldies', 'pop', 'pop rock', 'psychedelic rock', 'r&b', 'rock', ""rock 'n roll"", 'rockabilly', 'singer-songwriter', 'soft rock', 'soul', 'soundtrack', 'surf music', 'synthpop', 'united states', 'vocal', 'world']","Passaic, NJ",40.86034,-74.12374,117,1963
SOIVFAV12AB0183D33,TRBBFHG128F932B9D6,Autumn's Ablaze (Live),Primordial,"['acoustic', 'beautiful', 'black', 'black metal', 'dark', 'doom metal', 'epic', 'extreme metal', 'folk', 'folk metal', 'heavy', 'heavy metal', 'melancholia', 'melodic', 'metal', 'rock', 'thrash metal', 'united states']","Dublin, Ireland",53.34376,-6.24953,186,1998
SOIQVDP12A8C13510A,TRBBFRR128F426CD17,You'll Need Somebody On Your Bond,Blind Willie Johnson,"['abstract', 'acoustic', 'acoustic blues', 'alternative rock', 'american', 'bluegrass', 'blues', 'blues-rock', 'cajun', 'chicago blues', 'classic blues', 'country', 'country blues', 'delta blues', 'electric blues', 'electronic', 'experimental', 'folk', 'folk rock', 'gospel', 'guitar', 'jazz', 'late night', 'louisiana blues', 'male vocalist', 'old school', 'oldies', 'pop rock', 'psychedelic rock', 'ragtime', 'religious music', 'rock', 'shaman', 'singer', 'slide', 'smooth jazz', 'spiritual', 'terror', 'texas', 'texas blues', 'united states', 'world']","Edwards, MS",32.33112,-90.60536,80,1991
SOHKLFL12A6D4FA150,TRBBIBE128F4226E29,Kill Your Darlings,Soulwax,"['alternative', 'bastard pop', 'club', 'dance rock', 'electro', 'electronic', 'electronica', 'indie', 'mix', 'party music', 'pop', 'remix', 'rock']","Ghent, Belgium",51.05563,3.72856,111,1996
SOPUCKL12A6D4FB5A6,TRBBILK128F14A2FD6,The Coloness Of The Chain,Tony Joe White,"['70s', 'alternative country', 'american', 'americana', 'blue-eyed soul', 'blues', 'blues-rock', 'classic rock', 'country', 'country blues', 'country pop', 'country rock', 'disco', 'electric blues', 'electronic', 'folk', 'folk rock', 'funk', 'germany', 'guitar', 'guitar virtuoso', 'los angeles', 'louisiana blues', 'lounge', 'male', 'male vocalist', 'outlaw country', 'pop', 'pop rock', 'pop soul', 'psychedelic', 'reggae', 'rock', 'roots rock', 'singer', 'singer-songwriter', 'soft rock', 'soul', 'southern rock', 'southern soul', 'swamp blues', 'swamp pop', 'swamp rock', 'united states', 'vocal', 'world']","Goodwill, LA",32.77942,-91.56123,140,1993
SOERGHR12AAF3B2A52,TRBBIYI128F92E13CC,Gotta Cut Out,Jimmy McCracklin,"['40s', '50s', '60s', 'american', 'beach music', 'bebop', 'blues', 'blues-rock', 'chess records', 'chicago blues', 'classic beach', 'doo-wop', 'funk', 'funk soul', 'georgia', 'hip hop', 'jazz', 'jump blues', 'oldies', 'piano blues', 'pop', 'pop rock', 'r&b', 'reggae', 'rock', ""rock 'n roll"", 'ska', 'soul', 'soul blues', 'st. louis', 'united states', 'urban', 'west coast blues']","St. Louis, MO",38.62774,-90.19951,101,2002
SOBLUYN12A8AE48167,TRBBRJN128F425C040,L'Aventurier,Jacques Dutronc,"['60s', 'acid jazz', 'acoustic', 'ambient', 'beat', 'big beat', 'chanson', 'chanson francaise', 'classic rock', 'composer', 'downtempo', 'easy listening', 'electronic', 'europop', 'folk', 'freakbeat', 'french', 'french pop', 'french rock', 'garage', 'garage rock', 'germany', 'ghetto tech', 'indie', 'indie rock', 'jazz', 'latin', 'lounge', 'male', 'male vocalist', 'oldies', 'pop', 'pop rock', 'psychedelic', 'rock', ""rock 'n roll"", 'singer-songwriter', 'soft rock', 'soul', 'tech house', 'trip hop', 'vocal', 'world beat']","Paris, France",48.85692,2.34121,99,1969
SOIXICA12A58A7A9A5,TRBBRFQ12903CE2997,Ali Baba,Jackie Edwards,"['60s', 'ballad', 'blues', 'christmas music', 'dancehall', 'dub', 'funk soul', 'garage rock', 'germany', 'holiday', 'jamaica', 'lovers rock', 'mod', 'northern soul', 'pop', 'pop rock', 'reggae', 'reggae pop', 'rock', 'rock steady', 'roots', 'roots reggae', 'ska', 'skinhead', 'skinhead reaggae', 'smooth', 'smooth reggae', 'soul', 'united states', 'world reggae']",Jamaica,18.11526,-77.27348,157,2003
SOELVHE12A8C135E02,TRBBLTE128F42558EF,Safety Net (Album Version),Moros Eros,"['alternative', 'alternative rock', 'american', 'breakcore', 'christian', 'crunk', 'death metal', 'emo', 'experimental', 'experimental pop', 'indie', 'indie pop', 'indie rock', 'melodic punk', 'original', 'power pop', 'progressive', 'progressive indie', 'psycho punk', 'rock', 'united states']","Marietta, GA",33.95319,-84.54588,90,2007
SOJEECD12AB018BDA5,TRBBLFA12903CDC496,I'll Be Yours,Faron Young,"['50s', 'alternative country', 'american', 'ballad', 'blues', 'blues-rock', 'chanson', 'classic country', 'classic rock', 'country', 'country blues', 'country folk', 'country pop', 'country rock', 'disco', 'electronic', 'fiddle', 'folk', 'folk rock', 'hard rock', 'honky tonk', 'los angeles', 'male vocalist', 'moje standards', 'nashville sound', 'old country', 'old school', 'oldies', 'pop', 'pop rock', 'rock', ""rock 'n roll"", 'rockabilly', 'singer-songwriter', 'soft rock', 'soul', 'synthpop', 'traditional country', 'united states', 'world']","Shreveport, LA",32.51461,-93.74727,75,1994
SOCHJTF12AC4686775,TRBBLUO12903CEDBD2,A Talk With Dad,Speech,"['40watt club', 'african', 'alternative rap', 'alternative rock', 'american', 'british pop', 'conscious', 'dance', 'electronic', 'funk soul', 'germany', 'hip hop', 'hip hop artists', 'house', 'indie rock', 'jam', 'japan', 'milwaukee', 'modern creative', 'nederland', 'pop', 'pop rap', 'r&b', 'rap', 'rock', 'singer-songwriter', 'soul', 'soulful', 'trip hop', 'united states', 'urban']","Milwaukee, WI",43.04181,-87.90684,73,2003
SOLJMGD12A58A76C3A,TRBBLOQ128F930C9DE,Isle of St. Helena,Mary Black & General Humbert,"['acoustic', 'ambient', 'ballad', 'blues-rock', 'calming', 'celtic', 'celtic folk', 'classical', 'contemporary folk', 'country', 'country rock', 'downtempo', 'dream', 'electronic', 'ethereal', 'european', 'female', 'female vocalist', 'folk', 'folk rock', 'ireland', 'irish', 'irish folk', 'ladies', 'mediaeval', 'meditation', 'mellow', 'modern classical', 'neoclassical', 'new age', 'piano', 'pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'soul', 'traditional', 'vocal', 'world']",Ireland,53.41961,-8.24055,99,1984
SOVPVKY12A6D4F6F86,TRBBHHP128EF365DA0,Every Breath I Take,Gene Pitney,"['50s', '60s', '60s pop', 'am pop', 'american', 'ballad', 'beat', 'blue-eyed soul', 'brill building pop', 'classic country', 'classic rock', 'country', 'country pop', 'crooner', 'easy listening', 'golden oldies', 'honky tonk', 'italian', 'los angeles', 'lounge', 'male vocalist', 'mellow', 'oldies', 'pop', 'pop rock', 'relax', 'rock', ""rock 'n roll"", 'sad', 'singer-songwriter', 'soft rock', 'traditional country', 'united states']","Hartford, CT",41.76332,-72.67407,93,1986
SOCQGCO12A8C13D2E4,TRBBHUW128F429476F,Zornig!,Dynamite Deluxe,"['abstract', 'beats', 'bounce', 'chill-out', 'conscious', 'dancehall', 'deutsch hiphop', 'deutsche texte', 'deutscher sprechgesang', 'deutschsprachig', 'eimsbush', 'electronic', 'fresh', 'funky', 'german', 'german artist', 'german hip hop', 'german rap', 'germany', 'grime', 'hamburg', 'hamburg city', 'hamburger schule', 'hip hop', 'instrumental', 'old school', 'oldschool german hip hop', 'party music', 'pop rap', 'rap', 'reggae', 'sexy', 'smooth', 'urban']",Germany,51.16418,10.45415,88,2000
SOWFMJA12AB01837B6,TRBBHFE12903CA5EEB,Hip Replacement,Paris_ Texas,"['alternative', 'alternative pop', 'alternative pop rock', 'alternative rock', 'big beat', 'breakbeat', 'british rock', 'electronic', 'emo', 'gangsta', 'garage rock', 'hip hop', 'indie', 'indie rock', 'madison', 'milwaukee', 'milwaukee rock', 'polyvinyl records', 'pop', 'pop rock', 'post-hardcore', 'power pop', 'punk', 'rock', ""rock 'n roll"", 'shoegaze', 'slow core', 'song writer', 'techno', 'underground hip hop', 'wisconsin']","Madison, WI",43.07295,-89.38669,101,2002
SOTJMAA12AB01862F2,TRBBHUR128F92FDBE2,Sugar Blues,Bob Willis,"['30s', '40s', 'american', 'americana', 'big band', 'classic', 'classic country', 'country', 'cowboy', 'fiddle', 'folk', 'hillbilly', 'honky tonk', 'old country', 'old timey', 'rockabilly', 'swing', 'texas', 'texas country', 'texas music', 'texas swing', 'traditional country', 'united states', 'western', 'western swing', 'world']","Kosse, TX",31.30757,-96.63166,122,2000
SOWVTAJ12A8C13C6D5,TRBBYFJ128F42A22D4,Jingle Bells,Jim Reeves,"['50s', '60s', 'alternative country', 'american', 'americana', 'ballad', 'beautiful', 'blues', 'classic', 'classic country', 'country', 'country gospel', 'country pop', 'easy listening', 'folk', 'gospel', 'instrumental', 'irish', 'jazz', 'male', 'male vocalist', 'nashville sound', 'oldies', 'pop', 'singer-songwriter', 'soul', 'texas', 'traditional country', 'united states', 'vocal']","Galloway, Panola County, TX",32.20049,-94.35887,95,1963
SOOFHUH12A8C1340A5,TRBBYOI128F4256732,Out Of This World,Black Flag,"['alternative', 'american punk', 'american underground', 'classic', 'experimental', 'fusion', 'guitar', 'hardcore', 'hardcore punk', 'heavy', 'heavy metal', 'instrumental', 'jazz', 'los angeles', 'metal', 'noise', 'political', 'pop', 'pop punk', 'punk', 'rock', 'straight edge']","Los Angeles, CA",34.05349,-118.24532,207,1985
SOLDLRC12AC907269F,TRBBYGX12903CEF0BC,This Side Of Paradise,Nestor Torres,"['contemporary jazz', 'crossover jazz', 'dulce', 'electronic', 'flute', 'jazz', 'jazz instrumental', 'latin', 'latin funk', 'latin jazz', 'smooth jazz', 'world fusion', 'world music']","Miami, FL",25.72898,-80.23742,196,2001
SOUKHSU12AB0185CB0,TRBBJKY128F931FB24,It's So Fine,Jackie Wilson,"['alternative rock', 'ballad', 'big beat', 'blues', 'chanson', 'chicago soul', 'classic rock', 'country rock', 'disco', 'doo-wop', 'downtempo', 'easy listening', 'electric blues', 'electro', 'electronic', 'europop', 'folk rock', 'funk', 'garage rock', 'hip hop', 'house', 'indie rock', 'italian disco', 'jazz', 'jazz funk', 'motown', 'new wave', 'northern soul', 'oldies', 'opera', 'pop', 'pop rap', 'pop rock', 'post rock', 'power pop', 'psychedelic rock', 'r&b', 'reggae', 'rock', ""rock 'n roll"", 'rockabilly', 'ska', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'techno', 'vocal']","Detroit, MI",42.33168,-83.04792,137,1958
SOAUQNX12AB017B7CF,TRBBJBO128F92EB2C5,Your Touch Versus Death,Every Time I Die,"['alternative metal', 'brutal', 'grunge', 'hardcore', 'hardcore punk', 'heavy metal', 'loud', 'math-core', 'metal', 'metalcore', 'party music', 'rock', 'screamo', 'southern', 'southern rock']","Buffalo, New York",42.88544,-78.87846,187,2000
SOQLWVI12A6D4F465F,TRBBVFB128F1461507,Year 3_000 Blues (2002 Digital Remaster),Ten Years After,"['60s', '70s', '80s', 'alternative rock', 'blues', 'blues-rock', 'british', 'british blues', 'british pop', 'canada', 'christmas music', 'classic', 'classic rock', 'electric blues', 'england', 'english', 'european', 'experimental', 'folk', 'french', 'germany', 'grunge', 'guitar', 'guitar virtuoso', 'hard rock', 'heavy metal', 'indie', 'italy', 'jam', 'jam band', 'jazz', 'jazz rock', 'male vocalist', 'nederland', 'oldies', 'pop', 'pop rock', 'progressive', 'progressive rock', 'psychedelic', 'psychedelic rock', 'r&b', 'rock', ""rock 'n roll"", 'southern rock', 'united states']","Nottingham, England",52.94922,-1.14392,106,1970
SOOZDSM12A8C13D39D,TRBBVFT128F42ABB02,3 + 3,Vangelis,"['60s', 'classic', 'classical', 'composer', 'electronic', 'electronica', 'experimental', 'film score', 'instrumental music', 'movie', 'new age', 'orchestra', 'piano', 'pop', 'progressive', 'progressive electronic', 'progressive rock', 'rap', 'rock', 'soundtrack']","Volos, Greece",39.37413,22.95775,149,1977
SOPQJZR12AB01882BD,TRBBVPM12903CDB094,Kiss the Sky,Danielle Bollinger,"['american', 'club', 'club dance', 'dance', 'dance pop', 'disco', 'dub techno', 'electro', 'electronic', 'euro-house', 'europop', 'female', 'female vocalist', 'funk soul', 'garage house', 'hip hop', 'house', 'pop', 'progressive house', 'progressive trance', 'rock', 'synthpop', 'tech house', 'trance', 'tribal house', 'trip hop', 'united states', 'vocal', 'vocal trance']",Flint Michigan,43.0026,-83.7826,130,2006
SOLQVLD12A58A7610B,TRBBAKH128F92FA339,Secret Handshakes,The Ataris,"['acoustic', 'alternative', 'alternative rock', 'emo', 'guitar', 'indie', 'indie rock', 'melodic', 'modern rock', 'pop', 'pop punk', 'punk', 'punk pop', 'rock']","Anderson, IN",40.10216,-85.67869,174,2006
SONPLJV12AB0182571,TRBBAQJ128F92F1336,One Step Forward_ Two Steps Back,John Sebastian,"['60s', '70s', '80s', 'acoustic', 'alternative', 'am pop', 'american', 'bluegrass', 'blues', 'blues-rock', 'classic', 'classic rock', 'contemporary folk', 'cover', 'duo', 'female', 'folk', 'folk rock', 'guitar', 'harmonica', 'hippie', 'jug band', 'male', 'male solo artist', 'male vocalist', 'mellow', 'new york', 'old timey', 'oldies', 'pop', 'pop rock', 'psychedelic', 'rock', 'singer-songwriter', 'soft rock', 'soundtrack', 'sunshine pop', 'washington', 'woodstock']",Leeds,53.79449,-1.54658,102,1976
SOYSKFE12A8C143AF3,TRBBGUV128F92DFA21,Everyday Stranger,Dub Pistols feat. TK & Ashley Slater,"['90s', 'alternative', 'alternative rock', 'ambient', 'big beat', 'blues-rock', 'breakbeat', 'british', 'british pop', 'chill-out', 'dance', 'deep house', 'disco', 'downtempo', 'drum and bass', 'dub', 'dubstep', 'electro', 'electronic', 'electronic music', 'electronica', 'folk rock', 'funk', 'hard house', 'hard rock', 'hip hop', 'house', 'indie rock', 'instrumental', 'jazz', 'jungle music', 'musica', 'pop', 'pop rock', 'progressive house', 'progressive trance', 'rap', 'reggae', 'rock', 'ska', 'soundtrack', 'tech house', 'techno', 'trance', 'trip hop', 'turnablism', 'uk garage', 'united states']","London, England",51.50632,-0.12714,112,2009
SOVNCCQ12A8C136CB3,TRBBGMS128F424C656,Frankie & Sue,Darden Smith,"['acoustic', 'alternative rock', 'americana', 'blues-rock', 'christian rap', 'contemporary', 'contemporary country', 'contemporary jazz', 'country', 'country folk', 'country rock', 'dancehall', 'earthy', 'electronic', 'folk', 'folk rock', 'funk metal', 'funk soul', 'garage rock', 'guitar', 'hip hop', 'indie rock', 'industrial', 'jazz', 'melodic', 'melodica', 'old school rap', 'pop rock', 'power pop', 'progressive country', 'rap', 'reggae', 'rock', 'romantic', 'singer-songwriter', 'soulful', 'spiritual', 'texas', 'united states', 'universal', 'urban', 'world']","Brenham, TX",30.16602,-96.39998,154,1990
